index,theta_res,gamma,rmse,r2,n_points
79,0.1561798524322874,2.5099664469459255,0.026172283393186772,0.9427596654734677,14
80,0.49040682839124156,3.709740589875082,0.009201890932488166,-0.044775506010216626,11
81,0.18954368183180462,1.8703690038472593,0.036032277075846185,0.8636670532639199,15
82,0.1202144140625143,1.1433295831983847,0.030398953091598388,0.9407970641876544,30
83,0.054484202098958164,0.15754793881736676,0.032619287164393,0.8846521506612747,28
84,0.23235890928977154,0.37626595626249004,0.044057352062581843,0.8519910904320397,26
85,0.204872292011801,2.3946322954606023,0.03531635344149331,0.8075062140934464,14
86,0.13862986623982823,0.6973071469719845,0.04872979756067565,0.8950716696366,14
87,0.13380281093471305,0.7649494122940106,0.046986637933120266,0.9025446994316999,27
88,0.0521077523427396,1.5401380331583083,0.034908599195259245,0.9616115508454667,6
89,0.29918802385378834,1.1498785710550319,0.009744060130686471,0.9814693200410033,6
90,0.0869867904228185,0.11063407287826109,0.027243438833277196,0.9480828358509574,11
91,0.014676879582503693,0.09018448872704032,0.01818997898174338,0.9876738134135143,6
93,5.557024444519267e-15,0.1377609464139411,0.07077696605313144,0.8141805374237812,10
94,2.7283826921327555e-17,0.08462348600639581,0.08262291070283305,0.8106183045166167,9
95,0.08117915721570022,0.06127430560420285,0.02462773419399097,0.9711043596017355,14
96,0.06450520185590414,0.050000000000000815,0.058097897317185385,0.8168354677526746,11
97,0.2534522526298529,0.06807551984796321,0.014694808966921304,0.9790613007212435,9
98,0.3231255762119821,0.053772791536495446,0.010393951567973684,0.9712940497913459,6
99,0.047829033329109545,1.6032813533947134,0.04027791110068343,0.9433468564821244,12
100,0.050694627146502,1.3424206779199674,0.034695910729239915,0.9567677324773292,12
101,0.1287932698533393,1.6790417505624515,0.027386716227092177,0.9598394655391835,7
102,0.12204545749639611,2.0116246792845875,0.028543743360208384,0.9616780527833301,7
103,0.15376787653897706,2.000047402180562,0.019992486942635956,0.9777524771615136,7
104,0.1992103113921796,2.485682799624846,0.031156475738186345,0.9346172766503651,7
105,0.06392302794220629,1.5474968988204365,0.029716598839094423,0.9644677460751112,7
